Query >939	 [np] 不禁/d [vp] 
35	 r 不屈/v u [np] 
6	 [pp] u [np] [vp] 不/d [vp] 
6	 不再/d r a 
15	 [vp] 不/d [vp] t [advp] [vp] 
6	 a u 不少/m 
54	 [advp] [vp] 不/d p y 
11	 [np] 不要/d a 
6	 u r [advp] 不/d a 
6	 r [advp] [vp] 不/d [vp] m 
118	 r p 不到/v m t u [np] f 
6	 [advp] p s [vp] 不/d [vp] 
6	 [vp] 不可/v c [vp] 
11	 [np] [vp] a 不堪/v 
6	 [advp] [vp] f 不/d [vp] 
6	 不/d [np] u [vp] 
220	 r m 不/d a y 
6	 [np] 不/d u m [np] 
6	 m t [advp] [vp] 不/d [vp] y 
44	 r [advp] 不知所措/v y 
6	 [np] [vp] 不/d a a 
6	 [advp] [vp] a u 不同/a 
6	 m 不要/d [advp] [vp] 
6	 c [advp] 不要/d [vp] 
12	 [advp] 不/d [vp] s g 
6	 c [np] k 不/d [vp] 
6	 c a 不/d a 
6	 [np] 不好意思/v u [vp] 
6	 不/d [vp] 不/d [vp] p r 
29	 [advp] 不忍/v [vp] 
6	 [vp] 不知/v [vp] a 
12	 [vp] 不竭/a [np] 
21	 [advp] 不用说/v r 
26	 [advp] [vp] 不知所措/v 
265	 r 不/d [vp] m [vp] y 
6	 不/d [vp] s [vp] t 
6	 [vp] m 不/d g 
6	 s [advp] [vp] [qp] [vp] 不/d [vp] 
6	 不但/c 不/d [advp] [vp] 
209	 r s [vp] [qp] [vp] 不/d [vp] 
6	 g [np] 不/d m 
6	 r [qp] 不/d [vp] y 
6	 不管/c p [vp] 
6	 f 不见/v [np] 
6	 不幸/a u [np] y 
6	 不三不四/l 
6	 [advp] 不/d [pp] [np] [vp] 
6	 [np] [vp] 不必/d [vp] 
6	 r [advp] 不错/a u 
6	 [advp] [np] 不/d [vp] y 
6	 [np] b 不/d a 
52	 r [advp] 不/d [vp] t [np] 
6	 [np] 不/d [advp] a y 
6	 [advp] [vp] 不朽/z 
17	 r s [advp] [vp] 不/d a 
64	 [vp] p s 不/d [vp] y 
6	 不禁/d [vp] g [vp] 
13	 r [advp] 不依不饶/v 
32	 r s [vp] 不/d a 
6	 [advp] 不妨/v [vp] 
6	 [qp] a 不安/a u [np] 
6	 m g 不再/d [vp] 
27	 r 不/d [vp] [advp] y 
6	 r 不/d [vp] a a 
6	 [advp] 不知/v [advp] 
33	 r m [vp] [advp] [vp] 不/d [vp] y 
6	 a [qp] [vp] 不/d [vp] 
278	 r 不/d [vp] g [np] y 
6	 [advp] 不一会/l 
47	 r [advp] 不再/d a y 
6	 不禁/d r g [np] r 
907	 r p r 不/d [vp] y 
53	 r p s [vp] 不/d [vp] y 
35	 r 不由/d u [advp] [vp] 
6	 s [vp] t 不/d a 
6	 不过/c [vp] f 
19	 [np] f u [np] [advp] [vp] 不/d [vp] y 
15	 [np] 不怎么/v a 
6	 r [advp] 不/d [vp] [pp] [vp] y 
6	 不禁/d [np] z 
6	 m t [advp] 不行/a 
18	 [advp] 不复/d [vp] y 
30	 r [advp] [vp] 不耐烦/a y 
6	 r 不知/v p [vp] 
37	 [advp] r [advp] 不/d a y 
6	 r p s [vp] 不久/m 
26	 [np] [advp] a 不过/c 
6	 [advp] [vp] c 不/d g 
32	 r [advp] 不必/d a y 
6	 c [vp] 不好意思/v 
13	 r 不/d z [vp] 
6	 [vp] 不耐烦/a u [vp] 
6	 不过/c [np] f 
6	 r 不/d [vp] c [vp] y 
6	 a 不易/a 
6	 r 不要/d r y 
6	 t f 不久/m 
158	 r [advp] [vp] 不再/d [vp] y 
6	 [advp] r [qp] [advp] 不/d [vp] 
6	 [advp] p r [advp] 不/d [vp] 
6	 r u 不/d [np] 
11	 [np] [vp] 不知所措/v 
678	 r p [vp] 不/d [vp] y 
15	 r [advp] m [np] 不/d [vp] 
22	 c [np] c 不/d p r 
86	 r 不得已/v 
14	 r [advp] 不/d [vp] [advp] [vp] g 
6	 [vp] 不尽/b u r 
6	 不/d [advp] [vp] a y 
6	 p r 不/d [vp] p [vp] 
6	 s 不/d [vp] m [vp] 
239	 r c [vp] [advp] 不/d [vp] 
6	 [np] u g 不/d [vp] g 
6	 [np] 不由得/d [vp] 
22	 不过/c r p [vp] 
6	 m 不好意思/a 
6	 r 不/d [vp] [qp] u [np] 
6	 不可捉摸/v 
21	 r [advp] 不/d [advp] y 
11	 [advp] 不过/d [vp] y 
22	 [vp] a 不好/a [vp] 
6	 [vp] 不然/v 
11	 [advp] 不/d [vp] g y 
6	 [advp] [np] [advp] [vp] 不/d [vp] y 
91	 c [vp] [advp] 不同/a u [np] 
108	 r [advp] [vp] [qp] [advp] 不/d [np] 
34	 [vp] c 不知/v [vp] 
6	 r 不/d [advp] [vp] a 
16	 不必/d p [vp] 
6	 c [advp] 不如/v 
6	 c 不曾/d [vp] 
6	 不要/d [vp] 不要/d [vp] 
6	 r 不/d [vp] s g 
19	 [np] r 不善/a [vp] 
43	 r m 不/d [vp] a 
6	 不屈/v [np] 
63	 r 不置可否/v u [vp] 
6	 t 不/d [vp] p [vp] 
16	 r a 不安/a u [vp] 
6	 r 不耐烦/a u [advp] [vp] 
6	 [np] [advp] 不在乎/v 
6	 [vp] 不要脸/a 
6	 r 不得不/d r 
6	 [np] [qp] [advp] [vp] 不/d [vp] 
6	 r [advp] 不/d [vp] p r y 
6	 不过/c 不用/d [vp] 
6	 [advp] r [advp] 不/d [vp] p [vp] 
136	 r [advp] [vp] 不/d a [vp] 
6	 不准/v [np] [vp] 
6	 [advp] [qp] [vp] 不/d [vp] 
6	 t r c 不/d [vp] 
88	 r [advp] [vp] 不幸/n 
6	 [np] c r [advp] 不/d [vp] 
6	 [np] r 不/d a y 
83	 r [advp] [vp] 不得了/l 
92	 c [np] [qp] 不/d [vp] 
158	 c t 不/d a y 
100	 r p r [advp] 不/d g [np] 
6	 不知/v k 不/d [np] 
11	 u [vp] [advp] 不/d [vp] y 
104	 r [advp] [vp] p 不/d [vp] 
27	 [advp] [vp] 不见/v y 
6	 c r [advp] 不同/a 
6	 不/d [vp] a a y 
6	 r 不/d [vp] [advp] g y 
6	 s [np] [advp] 不/d [vp] y 
11	 u [qp] [advp] 不/d [vp] 
6	 [np] [advp] 不对/a 
6	 [vp] 不/d [vp] [advp] 不行/a 
6	 c r [advp] 不/d a [vp] 
6	 t 不见/v y 
6	 不禁/d [advp] [vp] m [vp] 
6	 [vp] 不能/v [vp] [qp] 
14	 p r 不/d [vp] a u 
6	 [np] 不要紧/v 
11	 r p [vp] [advp] 不/d a 
11	 [np] [advp] 不耐烦/a y 
6	 不论/c r [advp] [vp] 
46	 r p [vp] [advp] 不/d [vp] 
6	 不许/d p [vp] 
6	 r 不/d u [np] 
6	 [np] u u 不/d [vp] 
11	 r 不管/c [np] 
16	 s u [np] [advp] [vp] 不/d [vp] y 
66	 r 不要/d [pp] [vp] 
6	 [np] 不住/d [vp] 
6	 不免/d [advp] a 
11	 t r 不/d [vp] [advp] [vp] y 
6	 不/d [vp] m [np] y 
6	 s 不平/a 
6	 r 不/d p t 
128	 r u r [advp] 不/d [vp] y 
54	 不过/c r 不/d [vp] a 
6	 c [advp] 不/d u 不/d [vp] 
6	 c r t [vp] 不/d [vp] 
88	 [advp] m 不见/v y 
6	 p r 不/d [vp] p r 
6	 [np] x 不/d [vp] 
6	 不知/v r a 
119	 c [np] 不/d [vp] p [vp] 
6	 r [qp] [advp] 不错/a 
6	 [np] x [advp] 不/d [vp] 
6	 不/d [vp] a g a k u [np] [vp] 
6	 [vp] [advp] [np] [advp] [vp] 不/d [vp] 
6	 c [np] [advp] a 不/d u [np] 
6	 p 不幸/a u [np] 
6	 r 不/d [vp] c p [vp] 
6	 不要/d [vp] a u 
46	 c [vp] 不错/a u [np] 
12	 r p r 不/d g [np] 
16	 r 不利/a m [vp] 
6	 c r [advp] 不/d p r 
6	 g [np] g [vp] x 不/d 
6	 f b [vp] 不/d 
6	 r g a 不/d [advp] [vp] 
6	 b s 不耐烦/a u [vp] 
5	 不/d p t u [np] 
5	 不久/m f u m t 
34	 r 不错/a y 
51	 c [advp] 不/d u a 
67	 [np] [advp] 不知/v [vp] y 
5	 [np] [advp] [vp] [qp] 不/d [np] 
5	 p p 不/d p 
5	 r u 不少/m [np] 
5	 s u [np] [advp] 不/d [vp] [advp] a 
5	 [advp] u [vp] [advp] [vp] 不/d [vp] 
5	 [np] p r 不同/a 
5	 c t u [np] 不同/a y 
24	 [np] 不断/d [pp] [vp] 
10	 不能/v [advp] [vp] 不/d [vp] 
5	 r t [np] [advp] 不/d a 
12	 m [vp] 不同/a [np] 
11	 [vp] p s [advp] 不/d a 
5	 不要/d p [vp] [advp] a 
5	 不仅仅/d [vp] p [vp] 
1393	 t [vp] 不/d [vp] [advp] [vp] y 
5	 [np] 不会/v [vp] 
15	 r 不同/a [pp] [np] 
5	 [vp] 不便/a u [np] 
15	 [np] f [advp] [vp] 不少/m [np] 
5	 [np] g 不见/v y 
10	 u [np] [advp] [vp] 不到/v 
5	 [np] p [vp] 不少/m [np] 
5	 [vp] f 不可/v [vp] 
35	 [np] 不断/d p [vp] 
5	 不/d [vp] a u r 
5	 m t 不/d [advp] 
5	 r u r [advp] [vp] 不/d [vp] 
10	 c r [advp] 不/d [vp] m t 
5	 不/d [vp] p m [np] 
294	 r p 不同/a u [np] f 
5	 r 不/d [pp] u [np] 
77	 [np] [advp] [vp] 不得/v [vp] [qp] 
5	 不得/v [np] c 不/d 
106	 c [np] 不/d a u 
5	 不法/b [advp] [vp] 
5	 u g [advp] 不/d [vp] 
25	 [vp] l [advp] [vp] 不/d [vp] 
5	 [np] u 不法/b [np] 
5	 [advp] [vp] 不忍/v 
15	 [advp] 不/d [vp] 一成不变/v u 
10	 [np] 不/d [vp] p s 
5	 c 不能/v [np] 
5	 [pp] r 不/d [vp] 
11	 不声不响/v u [vp] y 
5	 l c [np] 不同/a 
5	 [vp] [qp] 不同寻常/v u [np] 
21	 [vp] 不久/m [advp] [vp] y 
5	 [pp] [vp] 不久/m 
5	 不能/v [advp] [vp] m [np] 
5	 r [advp] [vp] a 不/d a 
5	 r 不如/v [np] 
5	 a t 不/d [vp] 
58	 g g 不可/v [vp] 
25	 c 不/d [vp] 不/d [np] 
5	 s [np] c l [advp] 不惜/v [np] 
5	 [advp] a m t 不满/a m t u [np] 
826	 c [pp] 不/d [vp] a 
11	 不论/c [vp] s [np] [advp] [vp] 
5	 l u 不断/d [vp] 
5	 [vp] 不断/d [vp] f 
5	 [pp] [vp] 不可/v [vp] 
5	 s [np] 不/d [vp] [advp] [vp] 
5	 [np] t 不详/v 
5	 s [np] 不/d a u m t 
5	 [pp] [np] [advp] 不景气/a u [np] f 
5	 [pp] c [np] 不断/d [vp] 
11	 s [np] r 不久前/t [vp] 
39	 不仅/c [vp] l u [np] 
48	 s [np] [vp] 不一/v 
5	 不论/c [pp] [advp] [vp] 
5	 t [advp] 不/d [vp] m t 
5	 不管/c [vp] t 
59	 r 不顾一切/l u [vp] 
60	 [advp] [vp] [advp] 不/d l 
5	 [qp] [advp] a 不得/v 
5	 [np] u 不/d [vp] p [vp] 
17	 s [np] [vp] 不凡/z 
50	 [vp] 不同/a [np] c 不同/a [np] c [vp] 
5	 c [advp] 不予/v [vp] 
5	 不仅/c [vp] m u [np] 
5	 不论/c t [advp] [vp] t 
15	 c 不/d p s [vp] 
5	 不断/d p s [np] [vp] 
11	 c r 不/d [vp] [advp] u [np] 
5	 s [np] 不/d [vp] [pp] [np] 
5	 s [np] c [pp] c [np] [advp] 不/d [vp] 
17	 c [vp] k 不/d a 
5	 不孕/v 
41	 r m [np] [advp] 不会/v [vp] 
5	 [np] 得不到/v [vp] 不/d [vp] 
36	 [pp] [np] [vp] 不力/a 
5	 c [advp] 不可收拾/l 
39	 [vp] p 不/d u a 
14	 [np] p t t t [pp] [vp] p [qp] p [vp] c 不/d [vp] s [np] 
17	 p [pp] 不力/a 
17	 s [np] [vp] 不俗/a 
72	 [np] p 不少/m [np] [vp] 
5	 z [advp] [vp] 不/d [vp] 
5	 c r 不动声色/v 
14	 s [np] t 不/d a 
5	 不顾/v [np] r u [advp] [vp] 
5	 不少/m [np] f [vp] 
5	 不久/m [advp] [vp] [advp] [vp] 
5	 c [advp] [vp] c 不/d [vp] 
5	 r u 不同/a [np] 
171	 [np] 不仅/c p s [vp] 
12	 [advp] 不/d [vp] [pp] [vp] a 
5	 [vp] a u 不/d [np] 
10	 [np] 不能/v [advp] [pp] [vp] 
5	 [advp] [vp] 不同/a u [np] [vp] 
5	 t u [np] 不错/a 
46	 s [np] 不/d [pp] [vp] 
5	 c 不必/d a 
31	 [advp] [vp] 不/d g [advp] [vp] 
45	 r 不得/v [vp] c [np] 
42	 c [np] [advp] a 不/d [vp] 
366	 s [np] [vp] f 不久/m 
31	 r m [np] [advp] 不/d a 
37	 [vp] m t c 不/d [vp] 
5	 r [advp] p 不断/d [vp] 
27	 s [vp] s 不可分割/v u [np] 
5	 [vp] k 不/d [vp] m 
5	 c [np] c 不/d [advp] [vp] 
5	 r 不仅/c p m 
66	 p s [np] c 不/d a 
5	 c 不/d [vp] [advp] [vp] s 
23	 c 不/d [vp] p [vp] c [vp] 
5	 不仅/c [vp] [qp] 
5	 [np] [vp] [qp] 不可/v [vp] 
12	 [qp] 不法/b [np] [vp] 
18	 [advp] [vp] 不/d u r a y 
11	 [np] s [np] 不/d g s [np] 
11	 r 不/d [vp] p s [np] [vp] 
12	 不仅/c [vp] t u [np] 
74	 c s 不/d [vp] p s [vp] 
5	 s [np] [vp] [advp] 不/d a 
5	 [np] u 不/d [vp] m t 
5	 s [qp] 不/d [vp] 
89	 p [vp] 不/d [np] f 
251	 [np] [advp] 不好/a [vp] y 
26	 [np] 不仅/c [pp] [np] 
14	 不/d [pp] c [np] [vp] 
5	 [np] 不/d g [vp] c [np] 
5	 [np] 不仅/c p r 
20	 r 不但/c [vp] s [np] 
5	 c [vp] 不通/a 
42	 s 不仅/c [vp] s [np] 
135	 s u [np] [vp] 不/d [vp] s 
5	 [vp] t [advp] 不/d [vp] y 
5	 不/d [vp] m [np] f 
5	 t s [np] 不/d a 
19	 [advp] 不/d [vp] a r 
5	 不/d [vp] p s [vp] y 
5	 f 不了了之/v 
5	 r 不/d g c 
5	 [vp] [advp] a 不/d a 
5	 不仅/c [pp] [np] u [vp] 
5	 不惜/v [np] [advp] [vp] 
5	 m 不同/a [np] 
5	 不光/c [vp] [pp] 
45	 [vp] 不可/v [vp] g 
5	 c s [np] c 不/d a 
10	 不仅/c [vp] s [np] [vp] 
5	 不能不/d [vp] m [np] 
10	 c s [np] [advp] 不/d a 
5	 不人道/a u [np] 
5	 c 不到/v m t 
15	 c [np] k [advp] [vp] 不/d [vp] 
5	 c 不可/v [advp] a 
5	 [np] 不足/v m u [np] 
5	 c c 不/d a 
5	 [pp] u 不齿/v 
5	 不/d a c 不/d a 
48	 c r [pp] c 不/d [vp] 
5	 不同/a u l 
5	 不仅/c [vp] [advp] a 
5	 不过/c t f 
5	 [np] [advp] 不能/v [advp] [vp] 
45	 r [advp] 不辱使命/v 
12	 [advp] [vp] 不少/m [np] u u [advp] [np] 
10	 c [np] f [advp] 不/d [vp] 
5	 r p r [advp] 不以为然/v 
5	 [advp] u 不/d [vp] [advp] [vp] 
5	 c [advp] 不错/a 
153	 r [advp] 不/d [vp] c [np] [vp] 
5	 不仅/c [np] [vp] y 
176	 [np] 不明/v u [np] [vp] t m [vp] b [advp] g [np] [qp] 
5	 c m [np] 不同/a 
5	 c c [np] 不/d a 
5	 [np] [advp] [vp] [qp] 不/d a 
5	 p m [np] 不断/d [vp] 
5	 [pp] [np] 不断/d [vp] t 
13	 r [advp] 不要/d [np] 
86	 p s [vp] 不/d [np] 
5	 p t [vp] 不/d a 
5	 [vp] 不/d u f 
5	 r p s [advp] [vp] 不/d [vp] 
5	 [np] [vp] k 不/d a 
352	 p r [advp] 不/d g [vp] 
5	 [vp] 不当/a u [np] 
5	 不/d c s u m 
5	 c t 不/d [vp] a u l 
10	 不断/d [vp] m [np] [pp] u [np] 
5	 b m 不得已/a 
5	 c r [advp] [vp] 不足/v 
10	 不知/v r [qp] [advp] 
5	 s 不无/v [np] 
5	 [np] 不再/d [np] 
5	 [pp] [qp] [advp] 不/d l f 
5	 r m [np] 不断/d [vp] 
5	 [advp] 不能/v p r 
5	 [pp] [advp] 不/d [np] 
5	 p 不/d [vp] k u [np] 
5	 不少/m [np] [vp] g [vp] 
10	 c [np] 不/d [vp] m 
32	 [advp] 不/d [advp] [vp] s [np] 
14	 [np] c [advp] u 不/d [vp] 
5	 不/d u r [advp] a 
45	 c s u [np] 不/d a 
5	 [np] 不外/v g 
10	 [np] p r 不/d a 
88	 [pp] [np] [vp] 不/d [np] 
10	 [advp] 不怕/v [np] 
22	 [vp] a c 不/d [vp] a 
53	 r [qp] 不/d [vp] s [np] [vp] 
15	 [np] 不久前/t [advp] [vp] 
12	 s [np] 不/d [np] r 
5	 s [np] [advp] [vp] t f 不/d [vp] s [vp] 
5	 t [advp] [vp] [advp] 不/d a 
5	 [vp] 不慎/d 
18	 r t u [np] [advp] 不/d a 
205	 c [pp] 不同/a u [vp] 
5	 [vp] 不善/a u [np] 
5	 t r 不/d [advp] [vp] 
18	 [advp] [vp] 不适/a 
5	 不干不净/v 
15	 [np] 不时/d [vp] 
5	 不久/m [np] [advp] [vp] 
10	 [np] u 不利/a [np] 
5	 不/d [vp] m u a 
5	 [pp] [vp] [advp] 不利/a 
5	 t [advp] [vp] 不/d u y 
5	 [np] [advp] [vp] t 不/d a 
5	 [vp] 不仅/c [vp] f u [np] 
5	 c [np] 不足/v 
5	 不断/d u [pp] [np] [vp] 
14	 g g [advp] [vp] 不/d [vp] 
10	 r 不仅/c [vp] [pp] [np] 
5	 [np] [advp] 不/d [pp] [np] 
5	 r t [vp] [advp] 不错/a 
5	 不能/v [advp] g 
5	 不可/v a u 
5	 p t u [np] [vp] 不同/a 
10	 [np] [vp] 不朽/z [np] 
5	 g 不尽/b u [np] 
5	 [pp] g 不/d [vp] 
5	 不/d [vp] [pp] [vp] p r 
5	 c [pp] c 不/d a 
5	 s r [advp] [vp] 不/d [vp] 
20	 [np] [advp] [vp] 不/d f [vp] 
5	 r [advp] [vp] p s [vp] 不解之缘/l 
5	 r 不/d [vp] t y 
5	 [np] r 不/d [np] 
5	 不错/a [np] 
5	 不过/c r [advp] [vp] [advp] a 
5	 m [vp] 不妙/a 
5	 不得/v [vp] [pp] [np] 
5	 [vp] 不/d [vp] p f 
5	 [np] 不得/v [vp] c [pp] [np] [vp] p r 
5	 [np] 不得/v [pp] [advp] [vp] 
12	 [vp] 不可抗力/l c [vp] [advp] [vp] 
47	 [np] [advp] [vp] c [vp] 不/d [vp] f 
5	 不得/v [advp] [vp] c [pp] [np] 
73	 [np] [vp] f 不得/v [pp] [vp] 
5	 不得/v [vp] f [np] 
5	 [vp] [qp] f u [np] 不/d [vp] m [np] 
5	 [np] [vp] 不再/d [vp] 
10	 [np] 不足以/v [vp] m [np] u 
17	 r p s s [vp] 不/d [vp] s [np] 
5	 [np] 不/d [advp] [vp] g 
67	 [advp] 不/d [vp] [advp] g [np] 
5	 c [pp] 不断/d [vp] 
144	 p [vp] m [np] 不断/d [vp] 
38	 c [advp] [vp] 不堪/v 
5	 p [qp] 不懈努力/v 
5	 不过/c [np] [advp] 不/d a 
5	 [vp] 不顾/v [np] 
61	 p t 不/d [vp] m t u [np] f 
16	 c [vp] 不详/v 
10	 r [advp] 不过/d [vp] 
271	 [vp] s u [np] 不/d [vp] 
5	 不/d [pp] [np] c [vp] 
5	 s 不顾/v s c s u [advp] [vp] 
5	 c [vp] 不衰/v 
5	 [np] 不/d [pp] g 
53	 [vp] s [np] [vp] 不已/v 
5	 c 不断/d a 
94	 c r u 不/d [vp] 
5	 [pp] [np] u 不懈努力/v 
5	 [vp] p 不/d [vp] m 
10	 m 不/d a [vp] 
17	 r 不仅/c l 
5	 a [pp] 不/d a 
5	 c 不/d [vp] p [vp] [pp] 
5	 不知/v g 不/d [vp] 
5	 r t 不/d [pp] 
5	 [np] m 不/d a 
5	 不必/d [vp] [advp] [np] 
10	 r [qp] c 不/d a 
5	 [vp] 不景气/a u [np] 
5	 [np] t 不/d g s [np] 
5	 不过/c r t [vp] 
5	 a 不足/a m 
5	 t [np] 不/d [advp] [vp] 
5	 c [vp] 不/d [vp] [advp] [np] 
5	 r [advp] 不/d p r [pp] 
5	 c 不/d [vp] [advp] r 
5	 [advp] [vp] 不幸/n f u m g 
5	 s a 不堪/v 
5	 c 不/d [vp] t [vp] 
5	 [vp] 不得/v [vp] m t 
5	 不足/a u [np] [advp] [vp] 
5	 不论/c r p r 
5	 [advp] 不/d [vp] p r m 
5	 p f [np] 不同/a 
5	 [vp] 不省人事/l 
5	 c [vp] 不幸/n 
5	 [advp] 不/d c [np] 
5	 a 不断/d 
94	 [advp] [vp] 不/d [vp] m t u [np] 
5	 不久前/t [vp] s 
10	 [advp] 不/d [advp] [np] 
5	 [advp] 不/d [vp] [pp] c [np] 
10	 [np] [advp] [qp] [advp] 不/d a 
18	 [advp] 不必/d [advp] a 
5	 p [vp] 不可/v [vp] 
43	 [vp] 不/d p s [np] [vp] t [vp] 
5	 [qp] [vp] 不久/m 
5	 不/d a u a 
5	 p [vp] 不良/a [np] 
5	 不利/a u [np] [vp] 
5	 不/d p m [vp] m g m [np] [vp] m g 
5	 [vp] 不久/d [advp] [vp] 
5	 [np] c 不/d [vp] s 
5	 [vp] f r 不/d [vp] 
16	 [vp] a 不可/v [vp] 
19	 [vp] f 不/d [vp] m t 
94	 c [np] 不尽/d a 
5	 不过/c r [qp] 
10	 [advp] 不/d [vp] [pp] [vp] g 
5	 r [pp] [np] 不/d a 
5	 不/d [pp] [np] u 
5	 p 不可抗力/l c [np] 不/d [vp] 
37	 [np] 不得/v p [vp] 
5	 不/d [pp] [vp] c [vp] 
16	 [np] [pp] [np] 不/d [np] g 
5	 [np] [pp] [np] [vp] 不/d [vp] 
10	 不/d [vp] [advp] 不/d [vp] [pp] [np] [advp] [vp] 
79	 a r 不得/v [vp] m [np] 
44	 p [vp] c [np] [advp] 不/d a u 
10	 不/d a [vp] [pp] [vp] 
5	 c 不/d u [advp] [vp] 
5	 r [advp] 不足/v 
5	 [np] [advp] 不知去向/v 
5	 不过/c t 不/d [vp] 
5	 c 不一会/l 
15	 [advp] [vp] 不孝/a 
5	 [np] [advp] 不/d [vp] a [vp] 
5	 [advp] 不/d [vp] m a 
5	 r [advp] 不/d p r [advp] [vp] 
5	 r g [advp] 不/d a 
5	 不但/c [np] r 
33	 [advp] 不如/v [vp] y 
5	 u [np] [advp] 不/d [vp] a 
5	 r 不/d [vp] p t [vp] 
11	 c 不/d [vp] p r f 
22	 [vp] 不无/v [np] u 
5	 不得已/a [advp] 
5	 不/d g c a c a 
5	 不/d g [np] r 
5	 不/d [vp] g g g [vp] 
13	 [vp] g [np] [vp] 不/d [vp] 
10	 [vp] 不/d a k 
5	 p g 不/d g 
10	 [vp] b 不/d g 
5	 [np] 不容/v [np] 
5	 m g [vp] 不/d [vp] 
5	 r 不得不/d [vp] c [vp] 
5	 [np] [vp] g 不/d a 
5	 不/d p [qp] f 
5	 不要/d a u 
5	 g 不/d p r 
5	 p g [advp] 不/d [vp] 
18	 r [advp] 不再/d [advp] [vp] y 
5	 m a 不/d [vp] 
5	 不易/a g [vp] 
5	 [np] g c 不/d [vp] 
5	 [pp] 不同/a f 
5	 不要/d [vp] c [vp] 
5	 a c 不/d a u 
5	 c [pp] u 不/d [vp] 
10	 c [pp] [advp] 不/d [vp] 
11	 [advp] 不再/d [vp] a 
96	 r [advp] 不足为奇/v y 
11	 r [qp] 不/d [vp] [pp] [vp] [pp] 
5	 [vp] [advp] u 不/d [vp] 
5	 [vp] 不道德/a u 
106	 [advp] [vp] 不好/a u [np] 
5	 不得/v [pp] [pp] [np] 
5	 不/d [vp] b u [np] [vp] 
5	 [qp] 不/d [pp] u [np] 
5	 [np] [qp] 不对/a [np] 
5	 r m t [np] 不好/a 
5	 不/d a m [np] 
5	 [np] 不为所动/v 
5	 f u 不/d [np] 
5	 c 不/d [vp] z u [vp] 
5	 [pp] [np] 不/d m 
5	 [advp] 不择手段/l 
5	 [vp] p r 不利/a u [np] 
5	 [pp] [np] 不/d [vp] g 
10	 [advp] [vp] [advp] a 不/d [vp] 
5	 c 不/d [vp] [pp] s 
12	 [advp] 不/d u 不/d [advp] [vp] 
28	 r [pp] u [np] [advp] 不/d a 
5	 [advp] a [advp] 不好/a 
10	 [vp] [qp] [advp] 不好/a u [np] 
11	 a g 不/d [advp] p 
5	 c a g 不/d [advp] 
19	 [pp] 不景气/a u [np] 
21	 r p r [advp] 不利/a 
5	 [vp] [advp] 不/d r a 
35	 p [vp] 不良/a u [np] 
5	 s 不必/d [vp] 
5	 [pp] u 不及/v 
11	 [np] [advp] [vp] [advp] 不/d a u 
5	 [np] c 不/d [vp] l 
35	 [np] 不/d a [advp] [vp] y 
62	 c [np] 不/d [vp] a u 
5	 [np] b [vp] 不/d [vp] 
5	 [vp] [advp] [vp] 不好/a 
22	 r t [vp] 不/d y 
53	 [advp] [vp] 不好/a [np] 
5	 [advp] [vp] [pp] [advp] [vp] 不/d [advp] [vp] l c l 
5	 [np] u a 不好/a 
25	 [advp] [vp] 不断/d u [np] k u [vp] 
5	 [np] [qp] [advp] 不能/v [vp] 
5	 c 不畏/v [np] 
5	 不可避免/v u [advp] [vp] 
5	 [np] [advp] 不/d [vp] [advp] [np] 
5	 不/d c [vp] y 
5	 c u [np] [advp] 不/d [vp] 
11	 [advp] 不见得/d a 
16	 m [np] 不/d [advp] [vp] 
5	 t [vp] 不得/v 
5	 s [np] [vp] 不/d [vp] a 
5	 [advp] [vp] 不/d a 不/d a 
16	 [np] 不/d [vp] c a 
5	 不能不/d [vp] [qp] [vp] 
50	 p s 不/d [vp] [advp] [vp] 
5	 r t [np] c 不/d a 
5	 不/d [vp] l c l u [np] 
49	 [advp] 不失为/v [np] 
5	 不/d [np] u g 
20	 [vp] p 不/d p y 
41	 [advp] 不同/a p r 
5	 m t [np] [advp] [vp] 不/d [vp] 
5	 u t [advp] 不/d [vp] 
5	 a [qp] 不/d a 
5	 [np] u r 不/d [vp] 
5	 [advp] 不/d [advp] [vp] l 
5	 [np] 不/d g u g 
12	 c 不/d [advp] [vp] a u 
5	 不/d p a [vp] 
5	 u [np] 不再/d [vp] 
5	 g r 不/d g 
5	 [vp] f 不/d u [np] 
5	 不论是/c [np] u 
17	 c [advp] [vp] a 不/d [vp] 
272	 c [np] f [vp] 不/d [vp] 
10	 [vp] 不/d [vp] g u [np] 
5	 r 不乏/v a u g 
12	 [np] [advp] 不/d [np] y 
5	 [vp] 不/d [vp] [advp] [vp] c [vp] 
5	 不好/a g 
29	 [advp] [vp] 不/d [advp] u [np] 
5	 不知/v r p [vp] [qp] r 
5	 [vp] 不/d a c [np] 不/d a 
5	 不端/a 
5	 不但/c s [vp] 
5	 [vp] c 不/d [np] 
5	 不顾/v [np] u 
5	 m [vp] 不/d [pp] 
13	 [np] [vp] a c 不/d a 
10	 [vp] 不知/v [np] 
5	 不得/v [np] c [vp] 
5	 不管/c [np] f [np] f 
23	 [advp] [vp] 不/d u m [np] 
5	 t [vp] 不/d u g 
5	 [np] [vp] [pp] 不/d [vp] 
5	 [pp] 不明/v 
5	 不在乎/v u [vp] 
10	 [vp] [advp] [vp] 不/d u r 
787	 r c [np] 不好/a 
5	 不许/d [np] [advp] [vp] 
5	 不屑/v p 
5	 不周/a g 
85	 [pp] [np] 不足/a u [np] f 
5	 a u c 不/d [np] 
